student_id,roll_number,full_name,email,department,semester,created_at
8724,23064173,Om Pandey,23064173@college.edu,EEE,8,2026-04-16 16:13:15
8733,23053327,Ritesh Patel,23053327@college.edu,ECE,2,2026-04-16 16:13:15
8738,23075214,Siddharth Rao,23075214@college.edu,CSE,6,2026-04-16 16:13:15
8740,23074985,Aditi Mehta,23074985@college.edu,ME,2,2026-04-16 16:13:15
8743,23067242,Manav Bansal,23067242@college.edu,CSE,8,2026-04-16 16:13:15
8758,23069631,Sneha Nair,23069631@college.edu,ECE,7,2026-04-16 16:13:15
8769,23079801,Kavya Patel,23079801@college.edu,ME,7,2026-04-16 16:13:15
8783,23065689,Meera Rao,23065689@college.edu,CSE,3,2026-04-16 16:13:15
8786,23065336,Ritesh Bansal,23065336@college.edu,CSE,5,2026-04-16 16:13:15
8793,23068255,Varun Reddy,23068255@college.edu,CSE,3,2026-04-16 16:13:15
8812,23074866,Ananya Bansal,23074866@college.edu,ME,3,2026-04-16 16:13:15
8814,23074954,Varun Mehta,23074954@college.edu,ME,1,2026-04-16 16:13:15
8833,23067166,Aman Pandey,23067166@college.edu,EEE,2,2026-04-16 16:13:15
8837,23072916,Sai Verma,23072916@college.edu,ECE,6,2026-04-16 16:13:15
8841,23065016,Kavya Reddy,23065016@college.edu,ME,3,2026-04-16 16:13:15
8843,23071862,Om Nair,23071862@college.edu,ECE,3,2026-04-16 16:13:15
8852,23066965,Om Das,23066965@college.edu,IT,6,2026-04-16 16:13:15
8854,23061706,Deepak Kapoor,23061706@college.edu,ECE,5,2026-04-16 16:13:15
8855,23074205,Ritesh Das,23074205@college.edu,ME,7,2026-04-16 16:13:15
8857,23053320,Rohan Choudhary,23053320@college.edu,IT,4,2026-04-16 16:13:15
8859,23053643,Arjun Joshi,23053643@college.edu,EEE,1,2026-04-16 16:13:15
8871,23070659,Aarav Kapoor,23070659@college.edu,ECE,8,2026-04-16 16:13:15
8872,23065064,Pooja Sinha,23065064@college.edu,ECE,7,2026-04-16 16:13:15
8874,23079873,Harsh Sinha,23079873@college.edu,ME,1,2026-04-16 16:13:15
8876,23061177,Deepak Iyer,23061177@college.edu,IT,8,2026-04-16 16:13:15
8878,23078182,Kunal Khanna,23078182@college.edu,ECE,7,2026-04-16 16:13:15
8882,23064285,Aman Mehta,23064285@college.edu,IT,4,2026-04-16 16:13:15
8898,23070229,Ananya Gupta,23070229@college.edu,CSE,8,2026-04-16 16:13:15
8900,23054534,Ananya Choudhary,23054534@college.edu,ECE,3,2026-04-16 16:13:15
8903,23074843,Ritika Khanna,23074843@college.edu,EEE,7,2026-04-16 16:13:15
8905,23053051,Ananya Das,23053051@college.edu,ME,1,2026-04-16 16:13:15
8907,23068385,Arjun Jain,23068385@college.edu,CSE,7,2026-04-16 16:13:15
8910,23065378,Diya Nair,23065378@college.edu,EEE,5,2026-04-16 16:13:15
8914,23052269,Sai Mehta,23052269@college.edu,ME,2,2026-04-16 16:13:15
8922,23069678,Tanmay Reddy,23069678@college.edu,CSE,3,2026-04-16 16:13:15
8943,23054223,Ritika Pandey,23054223@college.edu,ECE,1,2026-04-16 16:13:15
8946,23053668,Priya Thakur,23053668@college.edu,CSE,1,2026-04-16 16:13:15
8948,23076321,Aman Reddy,23076321@college.edu,EEE,4,2026-04-16 16:13:15
8951,23061663,Vivaan Bansal,23061663@college.edu,EEE,2,2026-04-16 16:13:15
8958,23063381,Diya Nair,23063381@college.edu,ECE,8,2026-04-16 16:13:15
8963,23063036,Tanmay Dubey,23063036@college.edu,IT,8,2026-04-16 16:13:15
8970,23066913,Harsh Verma,23066913@college.edu,ECE,8,2026-04-16 16:13:15
8972,23074861,Rahul Nair,23074861@college.edu,IT,4,2026-04-16 16:13:15
8976,23061554,Kavya Verma,23061554@college.edu,ECE,3,2026-04-16 16:13:15
8987,23079641,Kavya Rao,23079641@college.edu,IT,7,2026-04-16 16:13:15
8993,23068651,Kavya Pandey,23068651@college.edu,CSE,3,2026-04-16 16:13:15
8994,23073143,Vivaan Jain,23073143@college.edu,CSE,6,2026-04-16 16:13:15
8997,23073088,Sai Khanna,23073088@college.edu,ECE,6,2026-04-16 16:13:15
8999,23062350,Deepak Sharma,23062350@college.edu,IT,6,2026-04-16 16:13:15
9005,23055165,Arjun Joshi,23055165@college.edu,ME,6,2026-04-16 16:13:15
9008,23062969,Priya Reddy,23062969@college.edu,EEE,6,2026-04-16 16:13:15
9012,23054679,Ritika Patel,23054679@college.edu,IT,7,2026-04-16 16:13:15
9016,23063306,Sneha Ghosh,23063306@college.edu,ECE,6,2026-04-16 16:13:15
9020,23071615,Kavya Iyer,23071615@college.edu,ECE,4,2026-04-16 16:13:15
9023,23069507,Sai Nair,23069507@college.edu,ME,8,2026-04-16 16:13:15
9028,23066382,Rohan Ghosh,23066382@college.edu,CSE,6,2026-04-16 16:13:15
9030,23050535,Siddharth Choudhary,23050535@college.edu,IT,3,2026-04-16 16:13:15
9034,23072389,Rohan Ghosh,23072389@college.edu,ECE,5,2026-04-16 16:13:15
9035,23071236,Tanmay Menon,23071236@college.edu,ME,1,2026-04-16 16:13:15
9038,23076143,Neha Gupta,23076143@college.edu,EEE,8,2026-04-16 16:13:15
9049,23066879,Aditi Nair,23066879@college.edu,IT,7,2026-04-16 16:13:15
9051,23059396,Ritesh Jain,23059396@college.edu,IT,4,2026-04-16 16:13:15
9054,23057851,Rahul Khanna,23057851@college.edu,CSE,1,2026-04-16 16:13:15
9057,23075270,Rohan Iyer,23075270@college.edu,EEE,1,2026-04-16 16:13:15
9061,23057138,Aman Pandey,23057138@college.edu,ECE,5,2026-04-16 16:13:15
9062,23072535,Tanmay Thakur,23072535@college.edu,IT,4,2026-04-16 16:13:15
9063,23058795,Tanmay Rao,23058795@college.edu,EEE,7,2026-04-16 16:13:15
9066,23064612,Tanmay Agarwal,23064612@college.edu,EEE,4,2026-04-16 16:13:15
9069,23061035,Dev Gupta,23061035@college.edu,ECE,6,2026-04-16 16:13:15
9070,23068938,Krishna Reddy,23068938@college.edu,CSE,6,2026-04-16 16:13:15
9071,23063599,Om Sharma,23063599@college.edu,IT,4,2026-04-16 16:13:15
9075,23073390,Ananya Agarwal,23073390@college.edu,ECE,6,2026-04-16 16:13:15
9077,23058218,Arjun Rao,23058218@college.edu,ECE,1,2026-04-16 16:13:15
9096,23078921,Aditya Jain,23078921@college.edu,ME,4,2026-04-16 16:13:15
9099,23068350,Om Mehta,23068350@college.edu,IT,2,2026-04-16 16:13:15
9101,23071610,Aditi Agarwal,23071610@college.edu,CSE,7,2026-04-16 16:13:15
9104,23054760,Neha Joshi,23054760@college.edu,CSE,7,2026-04-16 16:13:15
9113,23076114,Ritesh Gupta,23076114@college.edu,EEE,4,2026-04-16 16:13:15
9117,23059258,Tanmay Pandey,23059258@college.edu,EEE,1,2026-04-16 16:13:15
9123,23076623,Krishna Kapoor,23076623@college.edu,CSE,6,2026-04-16 16:13:15
9136,23063876,Tanmay Das,23063876@college.edu,EEE,8,2026-04-16 16:13:15
9138,23075340,Rahul Mehta,23075340@college.edu,ECE,7,2026-04-16 16:13:15
9140,23066771,Varun Verma,23066771@college.edu,CSE,6,2026-04-16 16:13:15
9143,23051593,Priya Verma,23051593@college.edu,EEE,2,2026-04-16 16:13:15
9146,23061985,Tanmay Choudhary,23061985@college.edu,ME,6,2026-04-16 16:13:15
9151,23055778,Rahul Agarwal,23055778@college.edu,IT,2,2026-04-16 16:13:15
9173,23066603,Aarav Dubey,23066603@college.edu,IT,7,2026-04-16 16:13:15
9176,23058522,Ritesh Verma,23058522@college.edu,EEE,4,2026-04-16 16:13:15
9177,23051053,Dev Agarwal,23051053@college.edu,ME,1,2026-04-16 16:13:15
9178,23058441,Sneha Gupta,23058441@college.edu,IT,7,2026-04-16 16:13:15
9180,23062456,Pooja Gupta,23062456@college.edu,CSE,3,2026-04-16 16:13:15
9183,23067600,Siddharth Bansal,23067600@college.edu,ECE,5,2026-04-16 16:13:15
9192,23053447,Pooja Khanna,23053447@college.edu,CSE,6,2026-04-16 16:13:15
9195,23072131,Mohit Nair,23072131@college.edu,CSE,3,2026-04-16 16:13:15
9199,23072247,Yash Ghosh,23072247@college.edu,CSE,8,2026-04-16 16:13:15
9215,23061025,Krishna Dubey,23061025@college.edu,ME,4,2026-04-16 16:13:15
9222,23075560,Ishaan Gupta,23075560@college.edu,EEE,6,2026-04-16 16:13:15
9230,23076207,Aman Khanna,23076207@college.edu,ECE,5,2026-04-16 16:13:15
9231,23071725,Pooja Verma,23071725@college.edu,IT,7,2026-04-16 16:13:15
9238,23051605,Mohit Pandey,23051605@college.edu,CSE,1,2026-04-16 16:13:15
9246,23059798,Dev Jain,23059798@college.edu,ECE,2,2026-04-16 16:13:15
9251,23066823,Yash Menon,23066823@college.edu,ME,3,2026-04-16 16:13:15
9256,23051136,Deepak Menon,23051136@college.edu,IT,7,2026-04-16 16:13:15
9263,23060176,Nikhil Patel,23060176@college.edu,CSE,5,2026-04-16 16:13:15
9264,23064868,Harsh Thakur,23064868@college.edu,EEE,1,2026-04-16 16:13:15
9266,23051405,Ritika Ghosh,23051405@college.edu,ME,7,2026-04-16 16:13:15
9268,23064808,Tanmay Khanna,23064808@college.edu,CSE,4,2026-04-16 16:13:15
9273,23067322,Sneha Jain,23067322@college.edu,EEE,8,2026-04-16 16:13:15
9276,23077511,Siddharth Menon,23077511@college.edu,CSE,4,2026-04-16 16:13:15
9299,23057725,Krishna Reddy,23057725@college.edu,EEE,3,2026-04-16 16:13:15
9301,23051179,Priya Patel,23051179@college.edu,IT,2,2026-04-16 16:13:15
9303,23052637,Priya Iyer,23052637@college.edu,CSE,8,2026-04-16 16:13:15
9308,23072773,Ritika Khanna,23072773@college.edu,ME,7,2026-04-16 16:13:15
9312,23056418,Kavya Das,23056418@college.edu,EEE,8,2026-04-16 16:13:15
9319,23052363,Vivaan Choudhary,23052363@college.edu,CSE,4,2026-04-16 16:13:15
9321,23052870,Aarav Choudhary,23052870@college.edu,CSE,6,2026-04-16 16:13:15
9328,23060234,Priya Rao,23060234@college.edu,CSE,7,2026-04-16 16:13:15
9334,23077192,Ritika Dubey,23077192@college.edu,CSE,7,2026-04-16 16:13:15
9337,23079484,Manav Das,23079484@college.edu,CSE,2,2026-04-16 16:13:15
9349,23051619,Ritesh Iyer,23051619@college.edu,EEE,5,2026-04-16 16:13:15
9354,23058640,Ishaan Verma,23058640@college.edu,EEE,4,2026-04-16 16:13:15
9357,23051021,Sai Dubey,23051021@college.edu,ECE,6,2026-04-16 16:13:15
9358,23071732,Yash Rao,23071732@college.edu,CSE,4,2026-04-16 16:13:15
9361,23077506,Meera Bansal,23077506@college.edu,IT,5,2026-04-16 16:13:15
9368,23052824,Ritika Nair,23052824@college.edu,ECE,5,2026-04-16 16:13:15
9371,23070738,Aman Reddy,23070738@college.edu,CSE,2,2026-04-16 16:13:15
9373,23057716,Mohit Pandey,23057716@college.edu,ME,1,2026-04-16 16:13:15
9374,23066140,Tanmay Mehta,23066140@college.edu,EEE,3,2026-04-16 16:13:15
9377,23052476,Ishaan Verma,23052476@college.edu,ECE,5,2026-04-16 16:13:15
9383,23053120,Deepak Pandey,23053120@college.edu,IT,4,2026-04-16 16:13:15
9390,23056942,Ishaan Bansal,23056942@college.edu,ECE,5,2026-04-16 16:13:15
9396,23059837,Mohit Rao,23059837@college.edu,EEE,6,2026-04-16 16:13:15
9398,23072334,Krishna Khanna,23072334@college.edu,IT,1,2026-04-16 16:13:15
9400,23060006,Tanmay Jain,23060006@college.edu,IT,3,2026-04-16 16:13:15
9404,23068654,Rohan Sharma,23068654@college.edu,IT,3,2026-04-16 16:13:15
9406,23056916,Rahul Bansal,23056916@college.edu,ECE,2,2026-04-16 16:13:15
9409,23053315,Sneha Rao,23053315@college.edu,EEE,8,2026-04-16 16:13:15
9411,23076268,Manav Gupta,23076268@college.edu,ECE,4,2026-04-16 16:13:15
9412,23063090,Aditi Khanna,23063090@college.edu,ME,5,2026-04-16 16:13:15
9418,23052504,Siddharth Mehta,23052504@college.edu,ME,2,2026-04-16 16:13:15
9426,23070689,Kavya Das,23070689@college.edu,CSE,4,2026-04-16 16:13:15
9443,23053914,Kunal Dubey,23053914@college.edu,EEE,6,2026-04-16 16:13:15
9445,23072085,Pooja Khanna,23072085@college.edu,ECE,8,2026-04-16 16:13:15
9447,23052452,Om Menon,23052452@college.edu,ME,6,2026-04-16 16:13:15
9448,23052902,Neha Sinha,23052902@college.edu,EEE,1,2026-04-16 16:13:15
9449,23071967,Ishaan Menon,23071967@college.edu,ECE,4,2026-04-16 16:13:15
9453,23074880,Arjun Menon,23074880@college.edu,IT,2,2026-04-16 16:13:15
9455,23075141,Om Iyer,23075141@college.edu,CSE,6,2026-04-16 16:13:15
9459,23061315,Om Menon,23061315@college.edu,EEE,4,2026-04-16 16:13:15
9462,23063026,Ishaan Verma,23063026@college.edu,ME,1,2026-04-16 16:13:15
9463,23059777,Kunal Ghosh,23059777@college.edu,EEE,7,2026-04-16 16:13:15
9467,23075198,Deepak Gupta,23075198@college.edu,CSE,7,2026-04-16 16:13:15
9468,23069266,Harsh Khanna,23069266@college.edu,EEE,1,2026-04-16 16:13:15
9472,23054566,Dev Choudhary,23054566@college.edu,IT,6,2026-04-16 16:13:15
9474,23057813,Meera Menon,23057813@college.edu,EEE,2,2026-04-16 16:13:15
9481,23077358,Dev Das,23077358@college.edu,EEE,2,2026-04-16 16:13:15
9486,23069446,Nikhil Verma,23069446@college.edu,ECE,2,2026-04-16 16:13:15
9488,23068312,Krishna Jain,23068312@college.edu,ME,2,2026-04-16 16:13:15
9501,23055451,Rahul Iyer,23055451@college.edu,ME,2,2026-04-16 16:13:15
9505,23066499,Kunal Kapoor,23066499@college.edu,CSE,3,2026-04-16 16:13:15
9509,23076817,Harsh Iyer,23076817@college.edu,EEE,3,2026-04-16 16:13:15
9516,23077109,Dev Gupta,23077109@college.edu,IT,8,2026-04-16 16:13:15
9538,23055082,Ritika Das,23055082@college.edu,IT,6,2026-04-16 16:13:15
9544,23070977,Manav Iyer,23070977@college.edu,ECE,5,2026-04-16 16:13:15
9552,23068434,Deepak Ghosh,23068434@college.edu,CSE,5,2026-04-16 16:13:15
9556,23070604,Neha Mehta,23070604@college.edu,EEE,5,2026-04-16 16:13:15
9560,23075794,Priya Mehta,23075794@college.edu,CSE,8,2026-04-16 16:13:15
9569,23074958,Varun Gupta,23074958@college.edu,EEE,3,2026-04-16 16:13:15
9572,23066907,Pooja Gupta,23066907@college.edu,ECE,8,2026-04-16 16:13:15
9583,23057695,Sai Sharma,23057695@college.edu,IT,5,2026-04-16 16:13:15
9585,23056566,Rohan Gupta,23056566@college.edu,ECE,4,2026-04-16 16:13:15
9587,23065071,Neha Agarwal,23065071@college.edu,ECE,2,2026-04-16 16:13:15
9592,23051959,Yash Reddy,23051959@college.edu,CSE,4,2026-04-16 16:13:15
9593,23072565,Ishaan Choudhary,23072565@college.edu,EEE,8,2026-04-16 16:13:15
9604,23078366,Rahul Menon,23078366@college.edu,CSE,7,2026-04-16 16:13:15
9609,23073353,Tanmay Bansal,23073353@college.edu,CSE,1,2026-04-16 16:13:15
9611,23063811,Dev Mehta,23063811@college.edu,IT,4,2026-04-16 16:13:15
9612,23060161,Nikhil Khanna,23060161@college.edu,CSE,5,2026-04-16 16:13:15
9614,23072218,Dev Patel,23072218@college.edu,ME,4,2026-04-16 16:13:15
9622,23050802,Neha Iyer,23050802@college.edu,IT,8,2026-04-16 16:13:15
9624,23063318,Vivaan Joshi,23063318@college.edu,ME,2,2026-04-16 16:13:15
9625,23078934,Siddharth Jain,23078934@college.edu,IT,3,2026-04-16 16:13:15
9626,23068954,Dev Pandey,23068954@college.edu,CSE,4,2026-04-16 16:13:15
9645,23060636,Ritika Khanna,23060636@college.edu,ME,8,2026-04-16 16:13:15
9646,23055057,Diya Choudhary,23055057@college.edu,IT,1,2026-04-16 16:13:15
9656,23062932,Siddharth Pandey,23062932@college.edu,ME,4,2026-04-16 16:13:15
9658,23054061,Ananya Thakur,23054061@college.edu,IT,2,2026-04-16 16:13:15
9659,23052570,Ritika Sinha,23052570@college.edu,CSE,6,2026-04-16 16:13:15
9660,23060268,Rahul Sharma,23060268@college.edu,EEE,3,2026-04-16 16:13:15
9662,23052678,Harsh Khanna,23052678@college.edu,IT,4,2026-04-16 16:13:15
9666,23063907,Pooja Iyer,23063907@college.edu,EEE,4,2026-04-16 16:13:15
9673,23051172,Ishaan Nair,23051172@college.edu,IT,3,2026-04-16 16:13:15
9675,23079544,Ritika Verma,23079544@college.edu,CSE,1,2026-04-16 16:13:15
9685,23079490,Om Dubey,23079490@college.edu,ECE,3,2026-04-16 16:13:15
9714,23058300,Deepak Jain,23058300@college.edu,ME,2,2026-04-16 16:13:15
9719,23067683,Harsh Menon,23067683@college.edu,ECE,8,2026-04-16 16:13:15
9728,23069067,Ritesh Das,23069067@college.edu,EEE,6,2026-04-16 16:13:15
9736,23059109,Varun Thakur,23059109@college.edu,IT,5,2026-04-16 16:13:15
9741,23074661,Diya Thakur,23074661@college.edu,ME,3,2026-04-16 16:13:15
9755,23068900,Harsh Nair,23068900@college.edu,EEE,3,2026-04-16 16:13:15
9759,23064157,Meera Sharma,23064157@college.edu,ECE,3,2026-04-16 16:13:15
9760,23056131,Yash Das,23056131@college.edu,EEE,7,2026-04-16 16:13:15
9776,23069648,Diya Gupta,23069648@college.edu,EEE,5,2026-04-16 16:13:15
9782,23064565,Mohit Jain,23064565@college.edu,IT,8,2026-04-16 16:13:15
9789,23069972,Kunal Sinha,23069972@college.edu,ECE,6,2026-04-16 16:13:15
9790,23055533,Harsh Thakur,23055533@college.edu,EEE,5,2026-04-16 16:13:15
9791,23061130,Manav Iyer,23061130@college.edu,ECE,4,2026-04-16 16:13:15
9802,23075156,Ritika Menon,23075156@college.edu,EEE,1,2026-04-16 16:13:15
9810,23054519,Varun Menon,23054519@college.edu,CSE,6,2026-04-16 16:13:15
9811,23069350,Krishna Agarwal,23069350@college.edu,ECE,4,2026-04-16 16:13:15
9814,23071761,Manav Bansal,23071761@college.edu,ECE,8,2026-04-16 16:13:15
9817,23076090,Arjun Nair,23076090@college.edu,CSE,2,2026-04-16 16:13:15
9827,23051666,Diya Rao,23051666@college.edu,ME,2,2026-04-16 16:13:15
9837,23070966,Ananya Sinha,23070966@college.edu,EEE,3,2026-04-16 16:13:15
9842,23061802,Manav Gupta,23061802@college.edu,ME,2,2026-04-16 16:13:15
9852,23059928,Vivaan Pandey,23059928@college.edu,ECE,1,2026-04-16 16:13:15
9859,23051060,Arjun Iyer,23051060@college.edu,ME,4,2026-04-16 16:13:15
9862,23063612,Rahul Verma,23063612@college.edu,EEE,8,2026-04-16 16:13:15
9864,23060811,Varun Reddy,23060811@college.edu,IT,8,2026-04-16 16:13:15
9867,23064010,Ritesh Iyer,23064010@college.edu,IT,5,2026-04-16 16:13:15
9874,23055344,Dev Choudhary,23055344@college.edu,ECE,4,2026-04-16 16:13:15
9880,23072397,Arjun Dubey,23072397@college.edu,EEE,4,2026-04-16 16:13:15
9883,23056423,Ritika Dubey,23056423@college.edu,EEE,8,2026-04-16 16:13:15
9884,23076205,Tanmay Jain,23076205@college.edu,ME,3,2026-04-16 16:13:15
9885,23073933,Aarav Khanna,23073933@college.edu,ECE,3,2026-04-16 16:13:15
9887,23055006,Sneha Choudhary,23055006@college.edu,ECE,8,2026-04-16 16:13:15
9896,23069695,Vivaan Rao,23069695@college.edu,EEE,1,2026-04-16 16:13:15
9899,23065791,Ritesh Patel,23065791@college.edu,ECE,6,2026-04-16 16:13:15
9906,23055402,Pooja Sharma,23055402@college.edu,IT,3,2026-04-16 16:13:15
9908,23069552,Om Das,23069552@college.edu,ECE,7,2026-04-16 16:13:15
9909,23068558,Aarav Kapoor,23068558@college.edu,ECE,4,2026-04-16 16:13:15
9916,23053823,Manav Iyer,23053823@college.edu,ME,8,2026-04-16 16:13:15
9917,23054394,Yash Ghosh,23054394@college.edu,ECE,6,2026-04-16 16:13:15
9922,23054392,Mohit Sharma,23054392@college.edu,EEE,4,2026-04-16 16:13:15
9925,23079055,Om Thakur,23079055@college.edu,ECE,3,2026-04-16 16:13:15
9928,23061323,Sneha Das,23061323@college.edu,ECE,3,2026-04-16 16:13:15
9933,23051954,Mohit Jain,23051954@college.edu,ME,8,2026-04-16 16:13:15
9934,23078036,Dev Nair,23078036@college.edu,CSE,6,2026-04-16 16:13:15
9945,23076334,Varun Khanna,23076334@college.edu,ECE,8,2026-04-16 16:13:15
9953,23055594,Varun Khanna,23055594@college.edu,ME,3,2026-04-16 16:13:15
9958,23051225,Arjun Bansal,23051225@college.edu,ECE,3,2026-04-16 16:13:15
9960,23076244,Meera Kapoor,23076244@college.edu,ME,2,2026-04-16 16:13:15
9968,23065622,Aditya Rao,23065622@college.edu,ECE,3,2026-04-16 16:13:15
9977,23076033,Aman Menon,23076033@college.edu,ME,3,2026-04-16 16:13:15
9978,23074054,Neha Sharma,23074054@college.edu,IT,1,2026-04-16 16:13:15
9979,23076764,Krishna Iyer,23076764@college.edu,ECE,3,2026-04-16 16:13:15
9983,23076023,Ishaan Gupta,23076023@college.edu,IT,8,2026-04-16 16:13:15
9986,23060841,Ritika Sinha,23060841@college.edu,CSE,3,2026-04-16 16:13:15
9993,23050867,Deepak Jain,23050867@college.edu,ECE,8,2026-04-16 16:13:15
9998,23062001,Kunal Choudhary,23062001@college.edu,ME,1,2026-04-16 16:13:15
10012,23058880,Yash Gupta,23058880@college.edu,EEE,6,2026-04-16 16:13:15
10021,23068679,Mohit Pandey,23068679@college.edu,ECE,5,2026-04-16 16:13:15
10024,23052142,Krishna Verma,23052142@college.edu,CSE,6,2026-04-16 16:13:15
10035,23076665,Rohan Dubey,23076665@college.edu,EEE,4,2026-04-16 16:13:15
10036,23057867,Sai Ghosh,23057867@college.edu,ECE,4,2026-04-16 16:13:15
10037,23073237,Siddharth Joshi,23073237@college.edu,ME,7,2026-04-16 16:13:15
10042,23064503,Ishaan Jain,23064503@college.edu,EEE,5,2026-04-16 16:13:15
10049,23077227,Kunal Joshi,23077227@college.edu,ME,7,2026-04-16 16:13:15
10051,23050074,Varun Dubey,23050074@college.edu,ME,6,2026-04-16 16:13:15
10052,23072881,Manav Nair,23072881@college.edu,CSE,5,2026-04-16 16:13:15
10058,23054203,Ritesh Agarwal,23054203@college.edu,CSE,6,2026-04-16 16:13:15
10065,23054850,Kunal Das,23054850@college.edu,EEE,7,2026-04-16 16:13:15
10066,23073825,Deepak Menon,23073825@college.edu,CSE,1,2026-04-16 16:13:15
10070,23063326,Arjun Ghosh,23063326@college.edu,EEE,1,2026-04-16 16:13:15
10073,23062035,Pooja Bansal,23062035@college.edu,EEE,5,2026-04-16 16:13:15
10082,23074320,Krishna Thakur,23074320@college.edu,ME,4,2026-04-16 16:13:15
10084,23064782,Ishaan Pandey,23064782@college.edu,EEE,5,2026-04-16 16:13:15
10101,23061063,Manav Ghosh,23061063@college.edu,CSE,3,2026-04-16 16:13:15
10104,23069235,Kavya Dubey,23069235@college.edu,IT,3,2026-04-16 16:13:15
10106,23060172,Ritika Khanna,23060172@college.edu,IT,1,2026-04-16 16:13:15
10107,23066568,Yash Agarwal,23066568@college.edu,CSE,4,2026-04-16 16:13:15
10115,23057126,Varun Menon,23057126@college.edu,CSE,3,2026-04-16 16:13:15
10116,23068041,Om Khanna,23068041@college.edu,ME,7,2026-04-16 16:13:15
10123,23074898,Aarav Jain,23074898@college.edu,EEE,6,2026-04-16 16:13:15
10124,23059721,Ritika Jain,23059721@college.edu,ME,1,2026-04-16 16:13:15
10134,23075218,Aman Pandey,23075218@college.edu,IT,2,2026-04-16 16:13:15
10139,23051704,Aarav Choudhary,23051704@college.edu,ECE,1,2026-04-16 16:13:15
10140,23064747,Rahul Jain,23064747@college.edu,IT,4,2026-04-16 16:13:15
10142,23063823,Vivaan Verma,23063823@college.edu,CSE,3,2026-04-16 16:13:15
10147,23055407,Priya Reddy,23055407@college.edu,ME,5,2026-04-16 16:13:15
10152,23069633,Dev Jain,23069633@college.edu,ECE,1,2026-04-16 16:13:15
10156,23055271,Dev Pandey,23055271@college.edu,EEE,8,2026-04-16 16:13:15
10157,23076449,Tanmay Thakur,23076449@college.edu,ME,7,2026-04-16 16:13:15
10163,23078989,Aditya Gupta,23078989@college.edu,ME,6,2026-04-16 16:13:15
10166,23055909,Meera Nair,23055909@college.edu,ME,5,2026-04-16 16:13:15
10169,23068405,Aman Sharma,23068405@college.edu,ME,2,2026-04-16 16:13:15
10186,23074603,Ishaan Thakur,23074603@college.edu,ECE,7,2026-04-16 16:13:15
10188,23073185,Tanmay Joshi,23073185@college.edu,ME,5,2026-04-16 16:13:15
10191,23056244,Pooja Menon,23056244@college.edu,ME,1,2026-04-16 16:13:15
10197,23059499,Kunal Gupta,23059499@college.edu,IT,4,2026-04-16 16:13:15
10201,23074547,Sneha Patel,23074547@college.edu,ECE,3,2026-04-16 16:13:15
10208,23072419,Aman Pandey,23072419@college.edu,ECE,6,2026-04-16 16:13:15
10215,23052680,Sneha Agarwal,23052680@college.edu,EEE,5,2026-04-16 16:13:15
10220,23050831,Ritika Dubey,23050831@college.edu,ECE,3,2026-04-16 16:13:15
10221,23073404,Aman Kapoor,23073404@college.edu,ECE,3,2026-04-16 16:13:15
10223,23058237,Aarav Sinha,23058237@college.edu,IT,2,2026-04-16 16:13:15
10224,23078330,Dev Bansal,23078330@college.edu,ECE,5,2026-04-16 16:13:15
10227,23053084,Siddharth Pandey,23053084@college.edu,ME,7,2026-04-16 16:13:15
10234,23067198,Yash Nair,23067198@college.edu,ME,8,2026-04-16 16:13:15
10236,23075538,Sai Gupta,23075538@college.edu,IT,5,2026-04-16 16:13:15
10240,23071829,Neha Menon,23071829@college.edu,ME,6,2026-04-16 16:13:15
10245,23065084,Om Joshi,23065084@college.edu,EEE,4,2026-04-16 16:13:15
10253,23057501,Rohan Ghosh,23057501@college.edu,ME,1,2026-04-16 16:13:15
10256,23079471,Krishna Sinha,23079471@college.edu,IT,8,2026-04-16 16:13:15
10262,23071775,Siddharth Verma,23071775@college.edu,ME,4,2026-04-16 16:13:15
10264,23063087,Aman Thakur,23063087@college.edu,CSE,4,2026-04-16 16:13:15
10266,23071164,Tanmay Verma,23071164@college.edu,EEE,8,2026-04-16 16:13:15
10268,23059716,Aarav Pandey,23059716@college.edu,CSE,1,2026-04-16 16:13:15
10279,23067036,Sneha Patel,23067036@college.edu,CSE,7,2026-04-16 16:13:15
10287,23072078,Krishna Nair,23072078@college.edu,EEE,4,2026-04-16 16:13:15
10297,23077301,Nikhil Patel,23077301@college.edu,CSE,7,2026-04-16 16:13:15
10304,23055181,Vivaan Menon,23055181@college.edu,ME,3,2026-04-16 16:13:15
10305,23066181,Meera Das,23066181@college.edu,ECE,2,2026-04-16 16:13:15
10307,23074019,Rohan Bansal,23074019@college.edu,EEE,6,2026-04-16 16:13:15
10311,23073726,Rahul Sharma,23073726@college.edu,IT,2,2026-04-16 16:13:15
10314,23066743,Aarav Mehta,23066743@college.edu,EEE,5,2026-04-16 16:13:15
10317,23051279,Mohit Sharma,23051279@college.edu,IT,3,2026-04-16 16:13:15
10328,23075843,Manav Pandey,23075843@college.edu,ME,5,2026-04-16 16:13:15
10330,23062236,Ishaan Thakur,23062236@college.edu,CSE,2,2026-04-16 16:13:15
10335,23076657,Nikhil Jain,23076657@college.edu,EEE,3,2026-04-16 16:13:15
10336,23059146,Priya Sharma,23059146@college.edu,ECE,7,2026-04-16 16:13:15
10339,23064253,Vivaan Kapoor,23064253@college.edu,ECE,7,2026-04-16 16:13:15
10347,23074856,Dev Nair,23074856@college.edu,CSE,3,2026-04-16 16:13:15
