student_id,full_name,course_name,attendance_percentage
35388,"Vivaan Nair","Finite Element Analysis",0.00
14296,"Arjun Khanna","Finite Element Analysis",0.00
33565,"Neha Khanna","Finite Element Analysis",0.00
10227,"Siddharth Pandey","Finite Element Analysis",0.00
37872,"Dev Gupta","Finite Element Analysis",0.00
22868,"Vivaan Sharma","Finite Element Analysis",0.00
10393,"Aarav Sharma","Finite Element Analysis",0.00
7811,"Deepak Mehta","Finite Element Analysis",0.00
40631,"Kunal Sharma","Finite Element Analysis",0.00
13973,"Nikhil Kapoor","Finite Element Analysis",0.00
35988,"Rohan Agarwal","Finite Element Analysis",0.00
22910,"Krishna Ghosh","Finite Element Analysis",0.00
4560,"Tanmay Dubey","Finite Element Analysis",0.00
49295,"Ananya Menon","Finite Element Analysis",0.00
40233,"Deepak Iyer","Finite Element Analysis",0.00
8629,"Diya Pandey","Finite Element Analysis",0.00
13135,"Tanmay Rao","Finite Element Analysis",0.00
6681,"Kavya Bansal","Finite Element Analysis",0.00
47188,"Pooja Bansal","Sensor Networks",0.00
9474,"Meera Menon","Sensor Networks",0.00
5784,"Aman Das","Sensor Networks",0.00
27981,"Tanmay Sharma","Sensor Networks",0.00
21612,"Aarav Jain","Sensor Networks",0.00
18448,"Rohan Agarwal","Sensor Networks",0.00
15239,"Ananya Thakur","Sensor Networks",0.00
33668,"Om Agarwal","Sensor Networks",0.00
28649,"Rohan Thakur","Sensor Networks",0.00
15783,"Ishaan Nair","Sensor Networks",0.00
7299,"Rohan Gupta","Sensor Networks",0.00
7137,"Rohan Kapoor","Sensor Networks",0.00
13938,"Om Rao","Sensor Networks",0.00
5662,"Rohan Mehta","Sensor Networks",0.00
5574,"Arjun Kapoor","Sensor Networks",0.00
34002,"Mohit Patel","Sensor Networks",0.00
10124,"Ritika Jain","Sensor Networks",0.00
28509,"Varun Iyer","Sensor Networks",0.00
19319,"Nikhil Agarwal","Advanced Java",0.00
12381,"Nikhil Dubey","Advanced Java",0.00
40504,"Ananya Bansal","Advanced Java",0.00
30387,"Pooja Joshi","Advanced Java",0.00
24593,"Pooja Rao","Advanced Java",0.00
10557,"Sai Mehta","Advanced Java",0.00
31955,"Meera Mehta","Advanced Java",0.00
22224,"Neha Patel","Advanced Java",0.00
27097,"Neha Verma","Advanced Java",0.00
18528,"Ritesh Iyer","Advanced Java",0.00
42678,"Meera Menon","Advanced Java",0.00
30827,"Nikhil Dubey","Advanced Java",0.00
5240,"Om Choudhary","Advanced Java",0.00
24753,"Siddharth Bansal","Advanced Java",0.00
8605,"Manav Choudhary","Advanced Java",0.00
31186,"Rohan Mehta","Advanced Java",0.00
8320,"Meera Kapoor","Advanced Java",0.00
39532,"Rohan Ghosh","Advanced Java",0.00
12088,"Aarav Thakur","Advanced Java",0.00
1969,"Pooja Das","Advanced Java",0.00
44055,"Aarav Khanna","Advanced Java",0.00
39166,"Harsh Rao","Advanced Java",0.00
43676,"Yash Iyer","Advanced Java",0.00
36830,"Rohan Reddy","Advanced Java",0.00
40945,"Pooja Sharma","Advanced Java",0.00
45490,"Sneha Gupta","Advanced Java",0.00
18798,"Sai Sharma","Advanced Java",0.00
3908,"Ritesh Thakur","Advanced Java",0.00
10671,"Neha Rao","Automobile Engineering",0.00
38009,"Aditya Choudhary","Automobile Engineering",0.00
25218,"Kunal Sinha","Automobile Engineering",0.00
23914,"Diya Agarwal","Automobile Engineering",0.00
9061,"Aman Pandey","Automobile Engineering",0.00
17333,"Pooja Gupta","Automobile Engineering",0.00
15791,"Neha Ghosh","Automobile Engineering",0.00
49952,"Dev Sinha","Automobile Engineering",0.00
32752,"Arjun Nair","Automobile Engineering",0.00
3113,"Deepak Khanna","Automobile Engineering",0.00
8552,"Rohan Joshi","Automobile Engineering",0.00
32637,"Aarav Thakur","Automobile Engineering",0.00
36223,"Vivaan Agarwal","Automobile Engineering",0.00
32274,"Deepak Pandey","Automobile Engineering",0.00
14307,"Ananya Dubey","Automobile Engineering",0.00
32520,"Krishna Ghosh","Automobile Engineering",0.00
7956,"Ritika Nair","Automobile Engineering",0.00
8003,"Kavya Gupta","Automobile Engineering",0.00
14847,"Sneha Sharma","Automobile Engineering",0.00
30064,"Aditi Nair","Automobile Engineering",0.00
26561,"Nikhil Agarwal","Automobile Engineering",0.00
20583,"Harsh Sinha","Automobile Engineering",0.00
30943,"Rahul Jain","Automobile Engineering",0.00
31138,"Rahul Ghosh","Automobile Engineering",0.00
10494,"Aditi Rao","Automobile Engineering",0.00
37456,"Vivaan Sinha","Human Computer Interaction",0.00
46414,"Ritesh Verma","Human Computer Interaction",0.00
10515,"Aman Sinha","Human Computer Interaction",0.00
32627,"Sneha Patel","Human Computer Interaction",0.00
35072,"Sneha Jain","Human Computer Interaction",0.00
39090,"Krishna Joshi","Human Computer Interaction",0.00
25465,"Aditya Menon","Human Computer Interaction",0.00
7579,"Aarav Khanna","Human Computer Interaction",0.00
21154,"Krishna Dubey","Human Computer Interaction",0.00
16119,"Priya Jain","Human Computer Interaction",0.00
46783,"Priya Kapoor","Human Computer Interaction",0.00
15542,"Om Agarwal","Human Computer Interaction",0.00
4148,"Aditi Sinha","Human Computer Interaction",0.00
3624,"Sneha Reddy","Human Computer Interaction",0.00
22192,"Pooja Reddy","Human Computer Interaction",0.00
12697,"Pooja Gupta","Human Computer Interaction",0.00
20938,"Diya Kapoor","Human Computer Interaction",0.00
17571,"Nikhil Pandey","Human Computer Interaction",0.00
43012,"Tanmay Das","Human Computer Interaction",0.00
24003,"Vivaan Iyer","Human Computer Interaction",0.00
29963,"Aditi Patel","Human Computer Interaction",0.00
18623,"Sai Nair","Human Computer Interaction",0.00
9404,"Rohan Sharma","Human Computer Interaction",0.00
47653,"Rohan Rao","Human Computer Interaction",0.00
16668,"Aman Das","Human Computer Interaction",0.00
29632,"Aman Menon","Human Computer Interaction",0.00
27419,"Aditya Jain","Energy Management",0.00
26617,"Arjun Ghosh","Energy Management",0.00
36731,"Dev Dubey","Energy Management",0.00
27976,"Krishna Reddy","Energy Management",0.00
271,"Yash Choudhary","Energy Management",0.00
18790,"Aarav Dubey","Energy Management",0.00
1186,"Vivaan Thakur","Energy Management",0.00
15650,"Tanmay Ghosh","Energy Management",0.00
33510,"Krishna Gupta","Energy Management",0.00
2032,"Aditi Gupta","Energy Management",0.00
42718,"Mohit Nair","Energy Management",0.00
8034,"Diya Dubey","Energy Management",0.00
6364,"Aditya Agarwal","Energy Management",0.00
27321,"Dev Menon","Energy Management",0.00
4978,"Aditya Nair","Energy Management",0.00
45702,"Varun Jain","Energy Management",0.00
9049,"Aditi Nair","Energy Management",0.00
18057,"Ananya Mehta","Energy Management",0.00
35276,"Aditya Joshi","Energy Management",0.00
28502,"Aditi Verma","Energy Management",0.00
36222,"Deepak Reddy","RF Engineering",0.00
8833,"Aman Pandey","RF Engineering",0.00
2346,"Sneha Thakur","RF Engineering",0.00
35426,"Dev Reddy","RF Engineering",0.00
31988,"Vivaan Rao","RF Engineering",0.00
21884,"Manav Joshi","RF Engineering",0.00
45440,"Aditi Thakur","RF Engineering",0.00
30566,"Tanmay Iyer","RF Engineering",0.00
46927,"Ritesh Iyer","RF Engineering",0.00
44625,"Krishna Kapoor","RF Engineering",0.00
36226,"Sneha Sharma","RF Engineering",0.00
34410,"Ananya Ghosh","RF Engineering",0.00
12674,"Deepak Rao","RF Engineering",0.00
42600,"Om Agarwal","RF Engineering",0.00
5078,"Yash Reddy","RF Engineering",0.00
7236,"Siddharth Bansal","RF Engineering",0.00
36373,"Arjun Choudhary","RF Engineering",0.00
4238,"Siddharth Nair","RF Engineering",0.00
7709,"Om Verma","RF Engineering",0.00
8338,"Siddharth Bansal","RF Engineering",0.00
298,"Priya Verma","RF Engineering",0.00
21676,"Dev Thakur","RF Engineering",0.00
555,"Priya Das","RF Engineering",0.00
14927,"Rahul Ghosh","Big Data Analytics",0.00
40196,"Siddharth Khanna","Big Data Analytics",0.00
35739,"Nikhil Mehta","Big Data Analytics",0.00
25314,"Ananya Rao","Big Data Analytics",0.00
38422,"Diya Khanna","Big Data Analytics",0.00
26579,"Neha Thakur","Big Data Analytics",0.00
17087,"Priya Kapoor","Big Data Analytics",0.00
15767,"Kavya Sharma","Big Data Analytics",0.00
31774,"Aarav Dubey","Big Data Analytics",0.00
21635,"Aman Sharma","Big Data Analytics",0.00
10824,"Aditya Kapoor","Big Data Analytics",0.00
35305,"Neha Pandey","Big Data Analytics",0.00
45677,"Vivaan Choudhary","Big Data Analytics",0.00
34315,"Ananya Dubey","Big Data Analytics",0.00
10663,"Varun Patel","Big Data Analytics",0.00
37532,"Vivaan Sharma","Big Data Analytics",0.00
29554,"Harsh Thakur","Big Data Analytics",0.00
2346,"Sneha Thakur","Big Data Analytics",0.00
1933,"Varun Bansal","Big Data Analytics",0.00
46687,"Ishaan Thakur","Big Data Analytics",0.00
25162,"Vivaan Reddy","Big Data Analytics",0.00
33038,"Meera Bansal","Big Data Analytics",0.00
15496,"Meera Gupta","Recommendation Systems",0.00
16105,"Meera Dubey","Recommendation Systems",0.00
9390,"Ishaan Bansal","Recommendation Systems",0.00
47778,"Siddharth Ghosh","Recommendation Systems",0.00
4376,"Rahul Gupta","Recommendation Systems",0.00
40399,"Vivaan Thakur","Recommendation Systems",0.00
19703,"Tanmay Gupta","Recommendation Systems",0.00
38292,"Sneha Verma","Recommendation Systems",0.00
8634,"Aditya Verma","Recommendation Systems",0.00
37212,"Harsh Dubey","Recommendation Systems",0.00
898,"Arjun Sharma","Recommendation Systems",0.00
27449,"Yash Kapoor","Recommendation Systems",0.00
37696,"Ritika Ghosh","Recommendation Systems",0.00
15493,"Varun Gupta","Recommendation Systems",0.00
15378,"Nikhil Reddy","Recommendation Systems",0.00
28276,"Neha Agarwal","Recommendation Systems",0.00
31007,"Pooja Sharma","Recommendation Systems",0.00
17263,"Ritika Joshi","Recommendation Systems",0.00
2530,"Aman Agarwal","Recommendation Systems",0.00
36218,"Aman Jain","Recommendation Systems",0.00
7182,"Nikhil Nair","Recommendation Systems",0.00
41321,"Yash Thakur","Recommendation Systems",0.00
20299,"Sneha Joshi","Recommendation Systems",0.00
34947,"Rahul Verma","Recommendation Systems",0.00
44809,"Rohan Agarwal","Recommendation Systems",0.00
44060,"Kavya Sharma","Recommendation Systems",0.00
31592,"Ananya Kapoor","Refrigeration and AC",0.00
31153,"Sai Thakur","Refrigeration and AC",0.00
36789,"Ritika Sharma","Refrigeration and AC",0.00
47416,"Varun Choudhary","Refrigeration and AC",0.00
21667,"Rahul Gupta","Refrigeration and AC",0.00
14747,"Ritika Mehta","Refrigeration and AC",0.00
21820,"Kavya Mehta","Refrigeration and AC",0.00
27263,"Sai Iyer","Refrigeration and AC",0.00
43775,"Ananya Patel","Refrigeration and AC",0.00
47028,"Meera Gupta","Refrigeration and AC",0.00
10950,"Priya Agarwal","Refrigeration and AC",0.00
26745,"Manav Thakur","Refrigeration and AC",0.00
46541,"Yash Bansal","Refrigeration and AC",0.00
43107,"Priya Iyer","Refrigeration and AC",0.00
19183,"Siddharth Mehta","Refrigeration and AC",0.00
40540,"Ritika Reddy","Refrigeration and AC",0.00
37822,"Krishna Choudhary","Refrigeration and AC",0.00
9151,"Rahul Agarwal","Refrigeration and AC",0.00
48095,"Om Iyer","Refrigeration and AC",0.00
31092,"Dev Sharma","Refrigeration and AC",0.00
22693,"Aarav Dubey","Refrigeration and AC",0.00
48503,"Meera Bansal","Refrigeration and AC",0.00
622,"Rohan Jain","Computer Vision",0.00
14540,"Priya Choudhary","Computer Vision",0.00
16535,"Priya Patel","Computer Vision",0.00
23592,"Rohan Khanna","Computer Vision",0.00
30341,"Mohit Das","Computer Vision",0.00
23086,"Kunal Das","Computer Vision",0.00
31266,"Aarav Bansal","Computer Vision",0.00
45097,"Tanmay Dubey","Computer Vision",0.00
35193,"Meera Pandey","Computer Vision",0.00
25258,"Kunal Menon","Computer Vision",0.00
15864,"Kavya Menon","Computer Vision",0.00
5605,"Dev Verma","Computer Vision",0.00
28471,"Siddharth Dubey","Computer Vision",0.00
28362,"Yash Iyer","Computer Vision",0.00
49884,"Meera Reddy","Computer Vision",0.00
26158,"Neha Sharma","Computer Vision",0.00
33332,"Deepak Joshi","Computer Vision",0.00
2421,"Mohit Nair","Computer Vision",0.00
7047,"Siddharth Rao","Computer Vision",0.00
3356,"Harsh Kapoor","Welding Technology",0.00
2963,"Arjun Joshi","Welding Technology",0.00
4060,"Siddharth Patel","Welding Technology",0.00
4995,"Ritesh Rao","Welding Technology",0.00
40201,"Neha Verma","Welding Technology",0.00
1794,"Deepak Choudhary","Welding Technology",0.00
37014,"Dev Verma","Welding Technology",0.00
45602,"Om Dubey","Welding Technology",0.00
27048,"Priya Das","Welding Technology",0.00
807,"Kavya Bansal","Welding Technology",0.00
42718,"Mohit Nair","Welding Technology",0.00
22942,"Ananya Sinha","Welding Technology",0.00
32293,"Ritesh Kapoor","Welding Technology",0.00
23641,"Vivaan Patel","Welding Technology",0.00
7477,"Vivaan Nair","Welding Technology",0.00
49587,"Rohan Sharma","Welding Technology",0.00
17303,"Varun Dubey","Welding Technology",0.00
46686,"Aarav Kapoor","Welding Technology",0.00
22174,"Aarav Joshi","Welding Technology",0.00
4403,"Siddharth Thakur","Transmission Systems",0.00
49941,"Pooja Menon","Transmission Systems",0.00
16152,"Diya Gupta","Transmission Systems",0.00
7808,"Yash Patel","Transmission Systems",0.00
42398,"Neha Reddy","Transmission Systems",0.00
42678,"Meera Menon","Transmission Systems",0.00
37143,"Ishaan Menon","Transmission Systems",0.00
14192,"Rohan Agarwal","Transmission Systems",0.00
46437,"Om Sinha","Transmission Systems",0.00
45983,"Deepak Kapoor","Transmission Systems",0.00
37304,"Yash Pandey","Transmission Systems",0.00
2174,"Pooja Iyer","Transmission Systems",0.00
11145,"Pooja Gupta","Transmission Systems",0.00
45948,"Kunal Iyer","Transmission Systems",0.00
14874,"Deepak Dubey","Transmission Systems",0.00
12046,"Nikhil Mehta","Transmission Systems",0.00
49649,"Ananya Sharma","Transmission Systems",0.00
14535,"Diya Jain","Transmission Systems",0.00
28085,"Kunal Menon","Natural Language Processing",0.00
4831,"Harsh Rao","Natural Language Processing",0.00
10625,"Aman Khanna","Natural Language Processing",0.00
25907,"Diya Kapoor","Natural Language Processing",0.00
12321,"Meera Mehta","Natural Language Processing",0.00
40213,"Nikhil Bansal","Natural Language Processing",0.00
46116,"Manav Patel","Natural Language Processing",0.00
30180,"Siddharth Gupta","Natural Language Processing",0.00
47503,"Krishna Reddy","Natural Language Processing",0.00
2815,"Vivaan Das","Natural Language Processing",0.00
31793,"Priya Reddy","Natural Language Processing",0.00
38334,"Aarav Jain","Natural Language Processing",0.00
46608,"Arjun Sinha","Natural Language Processing",0.00
28158,"Manav Dubey","Natural Language Processing",0.00
348,"Neha Nair","Natural Language Processing",0.00
10652,"Vivaan Das","Natural Language Processing",0.00
19074,"Pooja Bansal","Natural Language Processing",0.00
38944,"Sai Gupta","Natural Language Processing",0.00
4769,"Aditi Patel","Natural Language Processing",0.00
25692,"Sneha Dubey","Natural Language Processing",0.00
32830,"Krishna Thakur","Natural Language Processing",0.00
10536,"Varun Joshi",Cryptography,0.00
37251,"Kavya Dubey",Cryptography,0.00
34157,"Manav Ghosh",Cryptography,0.00
26280,"Tanmay Menon",Cryptography,0.00
44744,"Nikhil Iyer",Cryptography,0.00
41484,"Ishaan Agarwal",Cryptography,0.00
39315,"Om Thakur",Cryptography,0.00
7342,"Aman Menon",Cryptography,0.00
23411,"Aman Gupta",Cryptography,0.00
33358,"Ritesh Bansal",Cryptography,0.00
16804,"Dev Sinha",Cryptography,0.00
39370,"Rohan Khanna",Cryptography,0.00
26128,"Mohit Das",Cryptography,0.00
26830,"Harsh Joshi",Cryptography,0.00
25116,"Om Joshi",Cryptography,0.00
7974,"Deepak Gupta",Cryptography,0.00
36238,"Rahul Kapoor",Cryptography,0.00
14655,"Aditya Choudhary",Cryptography,0.00
5395,"Rohan Reddy",Cryptography,0.00
21030,"Kunal Joshi",Cryptography,0.00
44347,"Rohan Bansal",Cryptography,0.00
33048,"Ritika Das",Cryptography,0.00
46065,"Meera Reddy",Cryptography,0.00
36828,"Siddharth Bansal",Cryptography,0.00
45882,"Dev Patel",Cryptography,0.00
25320,"Kavya Patel",Cryptography,0.00
1068,"Varun Sharma",Cryptography,0.00
37742,"Ritesh Das",Cryptography,0.00
6235,"Ishaan Khanna","Radar Systems",0.00
41656,"Rahul Reddy","Radar Systems",0.00
35830,"Aditi Pandey","Radar Systems",0.00
48904,"Sneha Rao","Radar Systems",0.00
10052,"Manav Nair","Radar Systems",0.00
14883,"Neha Iyer","Radar Systems",0.00
39181,"Varun Sinha","Radar Systems",0.00
20410,"Aarav Reddy","Radar Systems",0.00
2821,"Aman Pandey","Radar Systems",0.00
42224,"Rohan Agarwal","Radar Systems",0.00
9802,"Ritika Menon","Radar Systems",0.00
48267,"Aditya Choudhary","Radar Systems",0.00
18421,"Arjun Dubey","Radar Systems",0.00
24609,"Mohit Bansal","Radar Systems",0.00
15323,"Priya Verma","Radar Systems",0.00
26510,"Nikhil Reddy","Radar Systems",0.00
20173,"Dev Sharma","Radar Systems",0.00
49096,"Krishna Kapoor","Radar Systems",0.00
40885,"Rohan Rao","Radar Systems",0.00
41251,"Tanmay Patel","Radar Systems",0.00
20284,"Aman Gupta","Radar Systems",0.00
24504,"Aditya Pandey","API Development",0.00
32859,"Kunal Kapoor","API Development",0.00
35189,"Om Patel","API Development",0.00
22283,"Manav Patel","API Development",0.00
37908,"Sai Nair","API Development",0.00
19971,"Tanmay Sinha","API Development",0.00
21766,"Meera Patel","API Development",0.00
40449,"Ritesh Mehta","API Development",0.00
21852,"Kavya Das","API Development",0.00
34050,"Mohit Agarwal","API Development",0.00
33927,"Arjun Nair","API Development",0.00
28342,"Pooja Joshi","API Development",0.00
21485,"Ritika Patel","API Development",0.00
30870,"Deepak Gupta","API Development",0.00
46504,"Meera Nair","API Development",0.00
37822,"Krishna Choudhary","API Development",0.00
9016,"Sneha Ghosh","API Development",0.00
31886,"Ananya Das","API Development",0.00
44577,"Sneha Dubey","API Development",0.00
12712,"Arjun Agarwal","API Development",0.00
27958,"Neha Sinha","API Development",0.00
2629,"Ritesh Ghosh","API Development",0.00
24076,"Diya Reddy","API Development",0.00
39373,"Sai Das","API Development",0.00
11522,"Rahul Kapoor","API Development",0.00
33385,"Kavya Pandey","API Development",0.00
16905,"Aditi Thakur","API Development",0.00
14420,"Tanmay Choudhary","API Development",0.00
28393,"Sneha Iyer","API Development",0.00
47483,"Rahul Ghosh","API Development",0.00
9776,"Diya Gupta","IT Infrastructure Management",0.00
45076,"Varun Pandey","IT Infrastructure Management",0.00
18141,"Neha Patel","IT Infrastructure Management",0.00
38396,"Deepak Ghosh","IT Infrastructure Management",0.00
24544,"Rohan Das","IT Infrastructure Management",0.00
21174,"Sai Choudhary","IT Infrastructure Management",0.00
11628,"Diya Iyer","IT Infrastructure Management",0.00
30992,"Arjun Agarwal","IT Infrastructure Management",0.00
40121,"Neha Iyer","IT Infrastructure Management",0.00
32079,"Kunal Agarwal","IT Infrastructure Management",0.00
24918,"Sai Mehta","IT Infrastructure Management",0.00
46406,"Aman Jain","IT Infrastructure Management",0.00
32857,"Aarav Ghosh","IT Infrastructure Management",0.00
39640,"Yash Das","IT Infrastructure Management",0.00
13431,"Rohan Mehta","IT Infrastructure Management",0.00
44556,"Sneha Kapoor","IT Infrastructure Management",0.00
5463,"Aman Patel","IT Infrastructure Management",0.00
8237,"Yash Dubey","IT Infrastructure Management",0.00
22599,"Neha Choudhary","IT Infrastructure Management",0.00
13079,"Arjun Verma","Internet of Things",0.00
36245,"Priya Dubey","Internet of Things",0.00
32319,"Diya Ghosh","Internet of Things",0.00
777,"Rohan Sinha","Internet of Things",0.00
11083,"Aditi Sharma","Internet of Things",0.00
37598,"Yash Sharma","Internet of Things",0.00
42168,"Ritesh Sinha","Internet of Things",0.00
25115,"Nikhil Sharma","Internet of Things",0.00
19591,"Meera Khanna","Internet of Things",0.00
25372,"Priya Agarwal","Internet of Things",0.00
20112,"Rahul Gupta","Internet of Things",0.00
17631,"Arjun Khanna","Internet of Things",0.00
41321,"Yash Thakur","Internet of Things",0.00
26988,"Priya Sharma","Internet of Things",0.00
2384,"Vivaan Patel","Internet of Things",0.00
16551,"Kunal Ghosh","Internet of Things",0.00
40884,"Nikhil Sinha","Internet of Things",0.00
14416,"Sai Kapoor","Operating Systems",0.00
49812,"Aditya Thakur","Operating Systems",0.00
21565,"Aman Mehta","Operating Systems",0.00
37388,"Priya Kapoor","Operating Systems",0.00
17480,"Krishna Jain","Operating Systems",0.00
21356,"Dev Menon","Operating Systems",0.00
25292,"Vivaan Nair","Operating Systems",0.00
13801,"Aditi Bansal","Operating Systems",0.00
10223,"Aarav Sinha","Operating Systems",0.00
14339,"Ritika Pandey","Operating Systems",0.00
2525,"Om Nair","Operating Systems",0.00
7880,"Kunal Agarwal","Operating Systems",0.00
10358,"Tanmay Nair","Operating Systems",0.00
6737,"Rahul Choudhary","Operating Systems",0.00
34112,"Yash Sharma","Operating Systems",0.00
14423,"Yash Sharma","Operating Systems",0.00
13807,"Kavya Reddy","Operating Systems",0.00
252,"Ritika Jain","Operating Systems",0.00
42656,"Ananya Khanna","Operating Systems",0.00
28516,"Rohan Das","Operating Systems",0.00
26941,"Ananya Reddy","Operating Systems",0.00
33847,"Meera Reddy","Operating Systems",0.00
12627,"Dev Joshi","Operating Systems",0.00
40649,"Vivaan Sinha","IT Auditing",0.00
2371,"Ishaan Nair","IT Auditing",0.00
34006,"Tanmay Bansal","IT Auditing",0.00
3415,"Meera Menon","IT Auditing",0.00
14472,"Deepak Gupta","IT Auditing",0.00
9023,"Sai Nair","IT Auditing",0.00
38146,"Ananya Choudhary","IT Auditing",0.00
31689,"Sai Choudhary","IT Auditing",0.00
43243,"Meera Pandey","IT Auditing",0.00
24852,"Dev Verma","IT Auditing",0.00
36979,"Rohan Jain","IT Auditing",0.00
40479,"Manav Joshi","IT Auditing",0.00
18832,"Om Joshi","IT Auditing",0.00
13554,"Sai Verma","IT Auditing",0.00
664,"Tanmay Reddy","IT Auditing",0.00
22043,"Meera Gupta","IT Auditing",0.00
43054,"Ritika Thakur","IT Auditing",0.00
39339,"Arjun Pandey","IT Auditing",0.00
15945,"Ritesh Joshi","IT Auditing",0.00
12716,"Tanmay Agarwal","IT Auditing",0.00
18666,"Vivaan Kapoor","IT Auditing",0.00
28684,"Meera Jain","IT Auditing",0.00
24040,"Ananya Khanna","IT Auditing",0.00
47632,"Krishna Ghosh","IT Auditing",0.00
22039,"Ritika Das","Web Technologies",0.00
49445,"Om Patel","Web Technologies",0.00
13511,"Sai Patel","Web Technologies",0.00
22597,"Varun Rao","Web Technologies",0.00
32611,"Ritika Khanna","Web Technologies",0.00
40331,"Deepak Jain","Web Technologies",0.00
20588,"Ritika Verma","Web Technologies",0.00
38653,"Dev Iyer","Web Technologies",0.00
9012,"Ritika Patel","Web Technologies",0.00
2932,"Harsh Verma","Web Technologies",0.00
33734,"Sai Menon","Web Technologies",0.00
11562,"Mohit Nair","Web Technologies",0.00
39296,"Diya Verma","Web Technologies",0.00
10878,"Pooja Jain","Web Technologies",0.00
16863,"Rahul Bansal","Web Technologies",0.00
26448,"Arjun Sharma","Web Technologies",0.00
19945,"Varun Sinha","Web Technologies",0.00
36774,"Harsh Mehta","Web Technologies",0.00
47858,"Sneha Dubey","Web Technologies",0.00
2217,"Harsh Sharma","Web Technologies",0.00
44281,"Ritesh Menon","Web Technologies",0.00
26520,"Siddharth Jain","Web Technologies",0.00
16901,"Ritika Menon","Web Technologies",0.00
31146,"Aditi Rao","Web Technologies",0.00
20667,"Om Kapoor","Web Technologies",0.00
28473,"Krishna Pandey","Web Technologies",0.00
3239,"Deepak Choudhary","Web Technologies",0.00
39154,"Ritesh Nair","Technology Consulting",0.00
29495,"Ritesh Khanna","Technology Consulting",0.00
5438,"Ritesh Verma","Technology Consulting",0.00
48636,"Ritika Patel","Technology Consulting",0.00
39343,"Meera Choudhary","Technology Consulting",0.00
41701,"Priya Joshi","Technology Consulting",0.00
34929,"Aman Thakur","Technology Consulting",0.00
11486,"Krishna Mehta","Technology Consulting",0.00
48890,"Manav Patel","Technology Consulting",0.00
46760,"Dev Ghosh","Technology Consulting",0.00
16389,"Dev Menon","Technology Consulting",0.00
6509,"Kavya Agarwal","Technology Consulting",0.00
33640,"Neha Pandey","Technology Consulting",0.00
6229,"Aditi Bansal","Technology Consulting",0.00
42863,"Yash Rao","Technology Consulting",0.00
2873,"Nikhil Reddy","Technology Consulting",0.00
43760,"Mohit Verma","Technology Consulting",0.00
21309,"Varun Rao","Mobile Computing",0.00
7181,"Mohit Ghosh","Mobile Computing",0.00
38152,"Aditya Das","Mobile Computing",0.00
32420,"Arjun Mehta","Mobile Computing",0.00
23622,"Sneha Ghosh","Mobile Computing",0.00
6008,"Dev Ghosh","Mobile Computing",0.00
6764,"Krishna Verma","Mobile Computing",0.00
19708,"Diya Mehta","Mobile Computing",0.00
31533,"Vivaan Reddy","Mobile Computing",0.00
19455,"Yash Bansal","Mobile Computing",0.00
32454,"Neha Das","Mobile Computing",0.00
35233,"Yash Khanna","Mobile Computing",0.00
23097,"Aditi Rao","Mobile Computing",0.00
13525,"Ritika Iyer","Mobile Computing",0.00
12754,"Aditya Agarwal","Mobile Computing",0.00
36834,"Vivaan Ghosh","Mobile Computing",0.00
28538,"Om Sinha","Mobile Computing",0.00
2311,"Sai Jain","Mobile Computing",0.00
33045,"Neha Choudhary","Mobile Computing",0.00
47095,"Om Pandey","Mobile Computing",0.00
11580,"Varun Sharma","Mobile Computing",0.00
29710,"Harsh Khanna","Mobile Computing",0.00
47522,"Pooja Agarwal","Production Planning",0.00
23187,"Ritesh Bansal","Production Planning",0.00
44948,"Aarav Reddy","Production Planning",0.00
37450,"Priya Rao","Production Planning",0.00
5915,"Aarav Joshi","Production Planning",0.00
48428,"Sneha Agarwal","Production Planning",0.00
15372,"Vivaan Pandey","Production Planning",0.00
42866,"Mohit Nair","Production Planning",0.00
23458,"Aarav Mehta","Production Planning",0.00
49098,"Tanmay Nair","Production Planning",0.00
31543,"Arjun Menon","Production Planning",0.00
44491,"Ishaan Choudhary","Production Planning",0.00
43159,"Nikhil Agarwal","Production Planning",0.00
6451,"Siddharth Iyer","Production Planning",0.00
33981,"Pooja Jain","Production Planning",0.00
37859,"Nikhil Choudhary","Production Planning",0.00
12781,"Meera Iyer","Production Planning",0.00
39000,"Vivaan Khanna","Production Planning",0.00
30026,"Aditi Patel","Production Planning",0.00
3374,"Manav Sharma","Production Planning",0.00
21724,"Dev Patel","Production Planning",0.00
3196,"Ritesh Khanna","Production Planning",0.00
19015,"Manav Pandey","Production Planning",0.00
14880,"Vivaan Bansal","Production Planning",0.00
21277,"Manav Thakur","Production Planning",0.00
42007,"Ishaan Jain","Production Planning",0.00
23134,"Yash Reddy","Production Planning",0.00
26361,"Rahul Reddy","Production Planning",0.00
8259,"Rahul Thakur","Production Planning",0.00
10066,"Deepak Menon","Production Planning",0.00
37328,"Aditya Patel","Production Planning",0.00
14049,"Neha Bansal","Production Planning",0.00
11202,"Kunal Dubey","Production Planning",0.00
24993,"Om Mehta","Production Planning",0.00
46406,"Aman Jain","Production Planning",0.00
29122,"Siddharth Verma","Production Planning",0.00
47422,"Aarav Pandey","Production Planning",0.00
49445,"Om Patel","Substation Engineering",0.00
7182,"Nikhil Nair","Substation Engineering",0.00
30937,"Siddharth Menon","Substation Engineering",0.00
39154,"Ritesh Nair","Substation Engineering",0.00
31061,"Dev Kapoor","Substation Engineering",0.00
42105,"Aditya Reddy","Substation Engineering",0.00
